id_pagto;num_pedido;valor_pago;metodo;dt_pagto
715400;66251;2464.34;cartao;2025-03-02
706997;69740;180.53;cartão;11/12/2025
717281;63130;804.97;Boleto;08/07/2025
708967;69803;262.77;Boleto;21/04/2024
707388;64211;3334.75;boleto;2024-05-31
704360;60459;2870.37;cartao;2025-03-21
715472;67988;1267.64;cartao;04/02/2024
715353;68427;277.56;PIX;21/05/2025
714192;66213;1003.06;boleto;04/05/2026
709738;69498;1047.96;boleto;2024-01-08
715521;51321;3116.19;pix;02/12/2024
713878;51271;823.13;cartão;15/08/2025
704383;52477;2977.56;PIX;20/01/2025
715931;68374;2931.68;pix;2024-01-31
702362;69010;2515.50;cartão;2024-07-28
706468;60782;625.00;pix;23/11/2025
707044;50880;1389.19;cartao;22/10/2025
703362;59274;1408.88;pix;2024-01-17
715700;53315;1682.98;pix;2024-04-27
703583;52703;1263.94;PIX;15/06/2026
711974;50947;2424.55;Boleto;27/06/2024
709242;58652;1973.10;PIX;2026-01-10
706865;56083;687.68;pix;23/10/2025
711202;55210;1525.31;boleto;2024-09-29
706347;67323;1598.74;cartao;2026-03-26
709296;62090;409.54;boleto;01/09/2024
708678;64369;1477.80;PIX;2025-04-12
706421;55414;1912.11;Boleto;14/01/2026
703297;69582;1614.96;boleto;13/04/2025
715148;50381;2779.29;boleto;2026-04-11
701738;53913;1122.60;Boleto;05/10/2024
713943;53982;2189.87;pix;06/01/2026
707327;64368;2937.49;cartao;2024-07-17
715256;54352;817.22;pix;2024-01-17
713004;64933;1403.54;cartao;16/04/2026
704789;62828;1683.77;pix;2025-11-25
708470;61311;135.40;boleto;2025-03-18
713756;67293;2621.99;cartão;2025-12-09
700595;58299;2226.50;cartão;10/08/2024
713513;66847;770.48;pix;20/08/2025
707005;50646;1613.44;PIX;16/01/2026
707779;53941;3375.27;cartão;23/07/2025
703390;50475;873.85;boleto;07/12/2024
702817;52237;145.62;Boleto;17/07/2025
703384;68597;465.03;pix;2025-07-08
712280;61217;2254.56;boleto;2026-02-03
712958;64341;2577.41;Boleto;06/12/2025
714014;68705;1127.25;cartao;2024-04-30
706686;53189;119.63;pix;2025-09-28
702093;59987;3494.31;pix;30/08/2024
711473;54494;3458.67;boleto;03/02/2024
706678;66146;1276.55;PIX;2025-10-10
700795;69433;1938.00;cartao;12/07/2024
714280;52202;2841.07;cartão;09/06/2026
704128;57257;918.92;boleto;28/03/2024
702060;69735;1452.43;boleto;22/06/2024
709331;61020;470.81;cartao;20/04/2025
709522;63697;367.14;cartao;2025-04-02
702034;67525;1493.01;boleto;2026-05-26
706196;69239;1323.66;Boleto;2025-04-27
700045;61313;2192.69;Boleto;2024-10-15
710208;68572;558.58;pix;2024-03-09
705799;59223;1282.34;PIX;19/01/2026
701215;61818;3339.41;Boleto;17/11/2025
708710;64227;1044.16;cartao;2025-03-30
701189;66271;998.64;boleto;2025-10-16
716296;54229;1854.59;cartao;2024-08-30
715164;59548;655.95;cartao;2025-09-21
713136;56289;2304.33;pix;2025-08-30
708639;55314;2166.97;pix;09/05/2024
716854;67926;3102.89;PIX;2024-05-27
707040;59109;2455.20;boleto;2024-07-01
712575;50489;1359.20;PIX;18/04/2024
713238;64028;1762.96;Boleto;13/10/2024
706606;57150;2319.24;boleto;07/02/2024
709421;55679;3132.48;Boleto;2026-04-05
715537;62784;220.89;boleto;09/02/2024
706120;61973;2335.51;cartao;2024-09-09
700354;59316;1733.67;cartao;23/05/2024
704819;58106;1307.71;pix;13/01/2025
702680;65833;799.50;PIX;2024-05-19
708444;50310;1704.26;pix;24/02/2026
705101;69102;1840.00;PIX;14/08/2024
705675;66449;1825.49;boleto;06/04/2026
706447;67182;339.11;Boleto;22/04/2024
704428;60766;2758.80;PIX;2026-01-08
700118;58299;565.11;cartao;2024-03-27
707531;61479;3423.23;PIX;2026-01-25
710536;68533;93.21;PIX;2024-01-04
707261;58398;3047.57;cartao;2024-09-27
713377;69422;2868.58;pix;2024-06-01
701866;61384;3200.77;cartao;2024-07-12
703092;60051;1672.36;pix;02/08/2025
710676;64501;2898.40;cartão;2024-06-13
707724;53630;1234.89;PIX;2025-09-11
702700;65537;2505.10;pix;2025-05-27
705000;68363;2653.16;PIX;2024-05-05
708671;51833;2612.29;cartão;07/09/2024
700175;60277;3196.22;cartão;12/02/2024
704879;68448;2100.62;cartao;2026-04-04
711331;56156;941.95;pix;22/02/2026
700631;61405;1941.66;pix;2025-11-10
707568;53777;2398.12;pix;2025-06-01
714135;53544;977.96;cartao;12/02/2025
714437;66815;2821.54;boleto;2025-02-18
714608;55053;2252.65;cartão;12/07/2024
717570;56719;3299.06;cartão;2024-05-02
708182;107182;978.39;cartão;2024-07-15
717224;60455;1565.48;cartão;10/06/2025
704346;67185;2480.85;cartao;2025-11-02
714549;58459;2319.94;boleto;22/11/2024
814289;57013;2068.52;PIX;22/04/2026
709038;108038;2485.84;Boleto;2024-02-26
717607;69247;1121.02;PIX;19/11/2025
714579;50746;1391.92;Boleto;2024-08-04
714890;67060;1569.23;PIX;06/06/2024
705096;60864;127.61;cartão;2024-09-03
709747;57010;2029.70;Boleto;2025-11-13
710199;61424;3021.19;boleto;2026-05-14
709963;55496;295.09;cartao;2026-04-27
717291;58530;527.27;pix;2026-04-22
704213;63396;1190.63;cartão;30/11/2024
700909;63994;1382.44;cartao;2025-12-04
710577;69795;3041.91;pix;2025-08-03
714247;57264;647.26;Boleto;2025-07-18
702672;68511;1577.13;PIX;2026-05-04
717815;68775;777.07;cartao;26/08/2024
705273;62033;2188.87;PIX;07/04/2025
710512;65281;1101.13;pix;30/07/2024
705333;64812;2587.09;Boleto;2025-01-11
711285;50090;809.27;PIX;08/11/2025
705170;69110;2208.79;PIX;2025-07-27
702752;68179;2187.73;Boleto;2025-01-11
706625;59710;915.02;cartão;2025-03-09
701381;56002;2219.16;cartão;28/03/2024
716401;60474;1335.73;cartao;2024-01-25
711263;55852;3285.85;PIX;22/02/2025
700607;61408;1254.68;PIX;15/06/2025
717368;69659;897.93;cartao;05/02/2026
708045;66334;260.81;cartao;13/06/2026
712743;62832;1549.74;cartao;26/03/2025
704516;61850;959.35;PIX;14/04/2026
717939;65889;2585.74;pix;08/04/2025
708238;63382;1533.89;cartao;05/07/2025
713596;55671;504.07;Boleto;31/12/2024
705182;50082;399.61;PIX;2024-07-17
702530;61617;2467.64;Boleto;14/06/2026
716835;55821;-2099.10;boleto;2025-05-31
715854;50854;1311.85;boleto;2026-04-06
708206;56149;1538.68;Boleto;2026-04-09
702072;59506;2124.06;pix;2025-12-10
713595;50721;412.85;cartão;2024-03-13
716615;54517;2521.54;boleto;17/03/2026
717131;52821;1127.56;pix;10/08/2025
717117;63015;2598.25;pix;04/05/2026
714045;62470;210.27;cartao;26/05/2024
709443;51962;1828.57;boleto;14/12/2024
711143;58005;747.71;pix;02/09/2024
702651;57612;1217.29;pix;30/04/2025
715549;56841;2995.70;boleto;17/04/2025
701445;68744;637.19;boleto;2024-01-27
702792;65160;508.16;PIX;16/12/2025
708681;68929;42.68;Boleto;16/10/2024
714667;65155;755.32;Boleto;03/07/2024
710327;59576;2370.65;Boleto;2024-06-12
712453;57190;3337.01;boleto;12/04/2026
700825;50455;1610.57;boleto;2025-10-03
713991;67687;3175.92;boleto;05/05/2025
702359;54619;1500.03;pix;2024-07-15
703167;58162;439.02;pix;2024-08-01
717485;51181;917.13;boleto;2024-05-04
710594;56750;1785.89;cartao;2024-03-31
814923;50752;1568.50;boleto;2024-11-16
708968;61042;2372.62;PIX;2026-03-15
714112;58807;2070.13;boleto;28/08/2024
704343;67403;3006.30;boleto;2026-05-03
708477;67238;1625.65;pix;2025-08-20
703920;58913;1809.71;boleto;18/01/2025
700561;67167;1583.15;pix;29/10/2025
704690;66400;1884.60;cartao;2026-04-09
701119;60640;383.29;PIX;2024-11-12
712567;56536;2726.71;PIX;01/11/2024
700863;61817;914.77;pix;25/09/2025
704271;68105;1700.68;boleto;24/02/2024
709788;68013;1438.35;cartao;14/03/2026
704119;69597;3044.99;PIX;31/05/2026
804644;67504;1440.77;Boleto;2024-11-13
702711;56230;271.33;pix;2026-05-12
711563;62507;554.68;PIX;2025-10-04
707845;50951;98.98;pix;25/05/2025
710100;53659;1309.52;pix;2024-04-03
713775;50559;1290.29;PIX;31/10/2024
705813;51207;3073.39;PIX;2025-03-31
709317;56955;-152.95;Boleto;2025-10-03
705995;60812;2083.89;PIX;2024-07-19
701152;50740;2137.03;PIX;2025-11-01
715048;63630;3196.09;Boleto;24/05/2024
710161;50619;571.94;pix;09/10/2024
706442;66072;1761.64;cartao;06/06/2024
715980;52458;1905.49;boleto;2025-10-30
713847;61712;1939.04;pix;2024-10-07
712645;53273;3216.15;boleto;19/03/2025
706482;61901;2267.58;pix;21/03/2024
704855;65721;2682.78;boleto;26/04/2024
706070;64302;3247.90;cartao;07/11/2025
701297;65416;1191.62;cartao;19/08/2024
707241;67794;3496.95;boleto;2026-05-08
710523;55971;831.08;cartao;28/02/2026
714641;53656;1066.28;cartao;2026-02-15
704989;52824;3447.07;Boleto;2024-05-21
703211;63658;604.94;pix;28/12/2025
712142;66306;1640.66;cartão;2025-11-13
707721;68311;784.53;cartão;2025-02-03
702267;52188;2619.84;boleto;30/01/2025
701625;58960;773.87;cartao;21/11/2025
715673;60766;312.37;PIX;2025-06-10
700205;55734;3047.57;pix;04/02/2026
700644;66661;2967.19;cartao;24/08/2024
710749;59467;501.25;PIX;2025-06-12
712678;53778;2676.62;cartao;25/08/2024
709098;62996;346.73;cartao;27/01/2024
716115;60425;3342.72;PIX;2025-05-09
716254;58169;39.43;PIX;2025-06-22
717130;69025;2136.38;Boleto;2025-10-04
701477;64546;3451.57;Boleto;2025-06-04
706815;50230;376.25;boleto;02/09/2024
717428;57429;3421.20;PIX;2025-12-28
710331;61120;1159.13;Boleto;2024-05-21
707245;56965;3095.96;boleto;22/01/2026
717109;50038;1175.14;cartão;2025-04-08
704741;51576;1075.75;PIX;21/07/2025
715540;54542;722.45;cartão;25/05/2025
716923;58402;1426.23;cartao;12/04/2025
710125;51573;1829.44;Boleto;08/03/2025
710563;54705;2873.28;cartao;28/05/2025
713579;59423;2918.46;boleto;2025-12-10
714191;51516;1189.27;PIX;2025-09-13
713289;60597;510.86;cartão;04/01/2025
717144;56405;2770.88;boleto;2025-02-20
711787;51160;781.89;PIX;13/02/2026
701321;50757;1910.63;cartao;30/01/2026
707620;57994;1175.77;boleto;09/04/2025
717684;59243;861.52;pix;2024-09-15
711712;51406;2166.42;boleto;01/01/2025
703921;66840;2844.47;Boleto;2025-11-23
717754;54534;2697.05;PIX;15/03/2025
706742;69696;3493.26;boleto;23/09/2024
706851;64327;-1407.18;boleto;2024-10-05
714869;62851;1648.88;cartao;22/03/2024
701619;66889;575.11;cartao;2024-07-17
704236;56294;56.32;Boleto;2024-06-06
709542;64298;2673.27;cartão;2025-12-20
711986;57498;2582.83;cartao;2024-11-12
712939;57715;512.20;pix;2024-10-31
705447;65434;1160.74;PIX;04/01/2024
704096;61488;691.27;PIX;21/02/2026
709978;57720;2887.40;cartão;2026-05-01
714673;65285;2951.33;cartao;2024-01-02
708290;61669;535.24;cartão;09/01/2025
711927;68847;1422.54;Boleto;2024-06-29
713691;58423;1567.89;cartão;2024-10-16
708414;58699;1929.01;Boleto;18/07/2025
709832;59968;3058.95;cartão;05/05/2025
708296;59658;1619.03;PIX;2025-11-30
715350;64746;1373.96;Boleto;2025-04-07
712007;59297;652.52;cartão;2024-09-11
708267;66259;778.50;Boleto;2024-11-03
717151;64455;1075.95;PIX;2025-07-18
707769;62386;539.65;Boleto;18/06/2026
705243;54164;2089.84;Boleto;31/10/2025
713913;60953;1086.74;cartão;30/03/2024
708859;62374;2944.80;cartão;2024-01-11
702113;63073;2926.03;cartão;2025-09-06
712357;67699;2595.46;pix;22/03/2026
712879;58336;1459.58;pix;06/09/2025
715508;56748;1871.88;Boleto;2024-08-28
707289;60881;686.21;PIX;2026-02-24
714692;69210;3002.28;pix;05/03/2025
714609;69117;3011.46;cartao;2025-11-22
705783;64090;2674.05;Boleto;2024-03-15
714642;56272;592.69;pix;2025-06-07
712299;50434;1361.84;boleto;23/10/2024
711623;51937;2017.76;cartao;10/01/2025
704069;58129;574.44;cartao;2024-03-09
716549;57231;1471.54;cartao;11/11/2025
703674;54329;1582.87;Boleto;02/09/2025
710721;64558;1514.96;pix;2024-12-07
714233;67536;1139.11;PIX;30/11/2024
715305;68390;1658.68;boleto;2025-05-12
700043;53131;276.75;Boleto;2025-05-10
714866;57253;153.62;boleto;05/08/2025
703665;50576;1156.50;boleto;10/10/2025
713944;60140;3404.86;pix;2024-04-17
705586;64514;141.50;cartao;2024-02-24
712724;69982;2365.20;cartao;10/03/2024
701642;54676;1735.97;PIX;05/06/2025
700186;64999;418.92;cartão;2025-04-08
711049;55886;2156.20;Boleto;2024-05-12
710490;68094;1079.74;Boleto;29/12/2024
703240;53816;2432.46;pix;2024-11-03
808821;52766;2057.05;pix;2026-04-21
708879;61128;2601.87;boleto;23/11/2025
716925;51715;2731.75;boleto;2024-03-20
708270;66452;303.37;PIX;2024-08-02
704324;51198;1840.76;Boleto;2025-04-17
701847;63484;1868.34;Boleto;2026-01-12
703572;63751;2831.39;cartao;19/01/2025
716722;55427;2553.46;Boleto;2024-03-09
705316;67530;1525.65;cartao;2025-02-24
701565;50966;1240.98;Boleto;2024-07-04
700337;60782;1344.79;cartao;2025-11-17
717893;58646;593.39;PIX;17/05/2026
716504;65360;2281.80;cartao;18/07/2025
716716;52139;875.35;cartão;29/01/2024
701010;59648;3492.21;Boleto;2024-04-13
710846;59709;3327.81;cartao;15/05/2025
707235;58306;3126.14;pix;09/06/2024
714945;65733;2688.71;pix;2026-05-24
701326;58099;1573.61;pix;2024-05-23
715319;52630;989.83;boleto;31/03/2024
712087;51008;3212.08;boleto;23/06/2024
717801;66831;3153.12;PIX;2025-05-09
706033;64196;339.70;Boleto;24/05/2024
708758;58871;2907.22;boleto;2024-07-30
712792;66257;2834.83;cartão;22/11/2025
710587;54435;1396.19;pix;2024-04-07
706441;64276;2407.06;pix;2025-01-23
717238;56639;738.24;cartao;22/01/2024
708386;59879;1739.06;cartão;2026-02-07
702577;51013;2058.27;pix;2026-05-28
716193;50081;1764.32;PIX;2024-01-22
700590;66966;1732.43;PIX;2024-04-18
707459;59269;1928.38;cartao;2024-01-11
715141;67897;758.44;boleto;2026-03-24
700584;68462;2175.86;cartão;2026-02-10
709633;65397;3201.49;cartão;24/04/2025
701304;68411;770.40;pix;2024-08-13
714736;61089;706.66;Boleto;01/06/2025
716598;53430;955.95;cartao;2024-02-21
704447;61992;3452.34;pix;2024-01-06
706540;50580;1081.17;PIX;2025-06-03
701800;68879;1250.48;pix;23/04/2024
711490;69936;913.39;cartão;19/06/2024
702634;51247;2231.51;Boleto;16/01/2025
700154;69327;1064.58;cartao;2026-02-01
700908;54545;1601.05;boleto;24/02/2026
710576;56984;2088.56;cartão;26/05/2026
708803;61726;2549.55;boleto;22/05/2025
700904;59168;924.63;PIX;2025-10-01
716938;54332;2179.45;PIX;09/06/2026
716766;67899;2179.25;boleto;2024-03-18
710564;53972;1420.05;Boleto;07/10/2024
716059;53359;1004.57;pix;2025-04-28
712731;66904;2523.47;PIX;2024-04-05
706958;53423;1159.77;cartão;2024-06-22
702814;62274;916.01;Boleto;2026-01-28
717498;69744;-2387.01;pix;06/11/2025
709863;50419;1191.00;PIX;22/12/2024
705908;66608;1106.94;boleto;2026-04-07
716498;56662;613.44;PIX;2026-03-11
716067;52319;634.26;pix;16/05/2026
706471;59759;2882.09;PIX;2026-03-23
703648;64949;2388.03;cartao;11/09/2024
700628;52085;2831.51;Boleto;26/10/2024
705956;68978;2576.72;pix;2024-02-11
714572;58765;1069.02;boleto;2025-01-04
713468;59841;1128.24;Boleto;2026-01-26
710898;64847;1669.22;boleto;2024-07-25
705834;57866;3204.99;cartão;08/04/2025
711662;110662;1573.32;PIX;2025-11-22
709508;61136;3084.85;cartao;21/04/2026
715610;67543;1148.68;Boleto;27/03/2025
709232;58871;998.08;Boleto;2024-04-29
700162;55477;2322.12;cartao;27/02/2025
706710;67706;2659.22;PIX;2026-04-19
701932;56258;1898.33;pix;21/11/2025
705119;69389;313.17;PIX;2024-05-21
710899;54186;1546.37;cartão;2026-04-07
714636;50630;415.83;cartao;04/09/2024
711732;59527;2354.56;cartão;18/01/2024
706642;69393;640.98;pix;2026-05-23
715684;69281;2123.93;cartão;2025-09-27
700394;52094;1792.05;PIX;11/10/2024
703221;50598;2761.13;pix;05/10/2025
704043;56899;3445.11;Boleto;25/02/2026
700551;57767;1750.27;PIX;17/04/2026
711162;54225;708.78;cartão;2024-04-04
713935;69983;2933.91;pix;04/10/2024
710077;51509;2312.33;boleto;2026-03-13
708493;61398;1952.22;Boleto;25/09/2025
712699;66766;2371.82;cartão;2024-01-02
706724;50151;1465.16;cartao;2024-04-14
702968;59862;2800.17;cartao;2024-04-15
717738;61975;1352.76;boleto;13/06/2025
713452;52143;492.75;cartão;17/01/2026
705236;64160;3384.60;pix;02/08/2024
704531;67646;1545.31;cartão;2026-01-29
711799;63411;2548.49;pix;2025-01-19
704776;51431;587.83;Boleto;17/01/2026
717864;52974;1035.58;Boleto;2024-04-13
700814;60965;1182.12;boleto;13/12/2024
713766;60425;-656.50;cartao;28/02/2024
701683;63638;530.04;PIX;2024-12-16
708006;65016;1525.76;cartao;16/06/2026
709326;67619;330.01;PIX;2025-11-24
705341;66962;989.57;Boleto;2025-06-09
703049;60778;2880.00;cartão;2025-08-03
701746;68395;1465.09;cartao;2024-04-23
701815;59742;1574.13;Boleto;04/05/2024
709350;58389;2430.47;pix;23/07/2024
708420;60418;1342.25;PIX;26/10/2025
700643;69898;1588.83;PIX;03/05/2024
707018;69928;1702.68;boleto;30/01/2025
709614;51399;2760.68;cartão;17/08/2025
703599;56192;429.36;pix;16/03/2024
705622;66961;3453.67;cartão;2025-01-05
707218;65704;2949.07;cartao;14/04/2025
705359;56373;463.72;cartao;2024-11-11
700576;62691;2118.05;Boleto;21/05/2024
713483;56660;877.59;PIX;2025-07-28
707573;62441;3081.68;boleto;2024-11-24
717820;69686;873.77;cartao;27/03/2024
711687;52151;2261.45;cartão;2025-02-09
703324;61305;1118.25;pix;28/02/2025
706169;62398;3291.87;cartao;22/11/2025
707226;50634;189.85;PIX;2024-07-12
704065;64419;1264.06;Boleto;2024-05-12
711011;68800;2084.81;pix;06/03/2026
805222;51308;2332.92;pix;2024-10-14
709025;53235;268.79;cartão;25/02/2026
711562;62247;2770.20;cartao;2026-02-26
700587;62124;2187.29;PIX;2024-03-25
713909;55913;903.28;Boleto;2025-03-18
704829;55384;1093.18;Boleto;18/06/2026
707973;61964;2661.52;pix;2026-03-18
805072;51162;1427.58;cartão;01/08/2025
717439;60858;1020.70;pix;25/01/2024
705885;50749;45.12;cartão;04/06/2024
703100;61224;888.90;Boleto;2026-01-18
705914;53632;2013.87;PIX;2026-05-17
709279;51840;2076.35;PIX;2026-06-05
708063;50180;2791.59;Boleto;2025-11-11
707464;60020;3285.40;cartão;2025-11-07
713582;53433;2752.06;pix;2024-07-19
706655;58281;412.60;Boleto;2025-08-03
707203;55262;1241.62;cartão;2025-01-22
702976;57077;813.41;cartão;2025-06-14
707404;66030;294.69;boleto;07/12/2024
714355;63054;1525.73;boleto;2026-01-22
707190;51014;3024.78;pix;21/03/2024
706528;68912;2679.54;cartao;2025-10-23
714766;63112;2168.64;Boleto;2024-12-05
703452;63304;2183.45;cartao;08/01/2024
713888;57941;216.83;Boleto;2025-06-27
714087;54715;2317.10;cartão;01/09/2025
716969;53272;2914.63;pix;2024-06-26
711702;61422;1677.57;boleto;14/04/2025
705258;55551;1411.03;cartao;21/12/2025
707227;55139;643.51;cartão;06/03/2025
701159;53415;750.41;cartão;2024-10-18
710706;67847;1509.10;cartao;20/07/2024
701398;51193;2999.42;cartao;15/12/2024
704208;51420;485.72;cartao;2024-08-22
716344;60088;2204.14;cartão;14/01/2026
704235;52452;1842.01;cartão;2025-08-06
710945;53178;2260.57;cartao;10/03/2026
704110;55323;1181.84;boleto;15/06/2024
705106;66549;1634.93;cartao;09/02/2024
710297;54661;1367.76;Boleto;24/11/2024
710472;59943;806.81;pix;31/12/2025
702242;61208;1082.74;cartao;12/05/2026
709585;51739;2945.25;cartão;02/02/2025
713733;61727;3357.10;Boleto;2026-04-21
703592;58734;454.73;PIX;2025-07-31
710853;54359;903.89;cartão;2025-10-09
708515;59108;2815.86;cartao;2025-10-15
701003;57411;288.59;cartão;04/03/2026
708790;59478;88.26;PIX;2026-01-11
706138;52562;1368.52;boleto;19/06/2024
704553;50488;1654.11;PIX;26/12/2025
709879;59626;785.51;pix;2026-01-25
700385;99385;991.24;Boleto;2025-02-15
702102;62594;1491.42;Boleto;2025-07-02
717425;62190;1954.84;boleto;10/10/2025
710018;58105;156.47;cartão;2024-04-18
710170;64367;-2531.67;boleto;2026-04-16
704796;69880;481.19;cartao;2024-05-21
801934;59783;3115.92;Boleto;2024-01-25
704079;55075;1387.53;boleto;2025-04-02
707484;61982;882.05;cartão;28/11/2025
707136;59094;1073.80;PIX;30/01/2026
709933;69683;967.36;Boleto;09/09/2024
702682;64397;3316.07;boleto;2024-09-11
713060;54231;1811.72;cartao;2026-04-05
704772;54947;1059.39;pix;2025-01-27
711154;67702;214.96;PIX;2025-09-20
705366;60205;3132.82;pix;2025-01-12
705792;61281;2752.09;boleto;2024-11-19
702629;67752;1926.54;cartão;2024-09-17
809765;67224;3233.59;PIX;27/06/2025
717700;50091;892.78;cartão;21/05/2024
717255;116255;536.69;cartão;09/01/2026
717712;50550;1699.52;Boleto;24/03/2024
710860;55707;2867.29;boleto;03/10/2025
814793;50595;2687.58;cartao;15/10/2024
713098;53880;-3226.77;PIX;2025-11-06
716980;67044;967.21;pix;22/04/2024
703318;64165;2018.56;boleto;2026-03-04
706194;53727;1679.98;PIX;12/05/2025
703396;64616;1576.04;cartão;06/02/2024
710763;60750;2154.47;pix;2025-10-19
714099;61292;2783.04;cartao;20/07/2024
708641;60273;3477.34;cartao;2026-05-21
712096;59341;1055.92;cartão;2025-04-11
705209;64210;410.61;pix;10/03/2025
701867;55603;3480.43;PIX;11/10/2025
716418;64980;2053.89;PIX;23/02/2025
712157;52004;1336.42;cartao;2026-02-22
711095;64822;3339.63;boleto;2024-02-26
717626;54572;3456.37;cartão;2025-09-28
713412;62577;1689.80;cartao;03/06/2024
709493;65852;2547.30;PIX;2024-12-15
711582;54285;845.36;PIX;2026-06-17
711680;54914;3445.88;pix;2024-11-02
709078;66152;1425.27;cartao;02/04/2026
715554;62856;1523.34;cartão;20/06/2024
714001;68652;1746.41;PIX;19/10/2024
700211;51034;2818.09;PIX;24/04/2024
700597;64600;2011.36;Boleto;2025-10-29
716800;55844;2616.57;pix;2024-07-28
701793;67788;2364.70;Boleto;2024-05-21
709115;54976;3138.30;boleto;06/02/2024
704758;61286;2175.06;cartão;24/03/2024
717064;68875;670.32;cartao;09/02/2024
709422;67341;1968.38;PIX;2026-06-01
715193;50107;2593.29;PIX;09/09/2025
705739;64164;59.07;PIX;16/02/2024
706463;68076;53.08;Boleto;2026-01-05
700921;53004;2909.23;Boleto;26/01/2024
704202;61821;3206.81;pix;2026-01-28
707474;55644;2729.10;cartão;15/01/2026
709789;56190;770.85;pix;2024-02-29
705674;57464;1694.22;Boleto;2026-04-06
711629;63532;826.98;pix;29/03/2025
700788;67847;648.49;PIX;2025-02-27
704645;60882;235.58;cartão;07/11/2024
704466;51777;2162.34;pix;16/03/2025
704347;57150;280.03;cartao;2025-01-05
707487;54945;444.75;PIX;20/03/2025
711854;56360;3346.46;PIX;2024-10-24
717002;63443;-357.20;cartão;2025-04-11
710711;55210;653.90;cartao;07/08/2024
701886;55044;1626.27;PIX;2024-09-28
709294;64997;1289.87;cartao;02/04/2026
700696;65839;2911.16;cartão;2024-06-13
703330;50925;1926.99;cartao;27/01/2025
713648;54297;2910.20;Boleto;2024-08-10
701624;62309;2483.41;Boleto;27/04/2025
716040;53998;2478.83;PIX;2025-01-03
716433;50202;3411.07;cartão;13/02/2024
713479;65829;104.79;pix;27/03/2025
714598;55232;999.97;pix;13/05/2025
706993;59195;2696.49;cartão;30/12/2024
706252;54836;925.25;cartão;2025-01-29
700586;68840;2700.63;Boleto;16/03/2024
710736;69880;1766.40;cartao;20/11/2024
709048;52472;994.55;pix;12/06/2024
705059;62020;1399.69;cartao;2025-09-20
702167;50975;1043.51;cartao;2024-07-21
708375;51398;1971.57;cartao;2026-02-20
702083;66514;2474.14;Boleto;2024-07-28
706071;64907;2706.94;cartao;30/01/2025
713812;58196;2513.00;pix;2024-09-16
704015;54369;1212.48;cartao;2025-09-28
713850;55183;1853.79;cartao;22/04/2025
714618;55653;472.34;cartao;2025-08-04
706998;68872;2598.14;PIX;2024-05-27
700252;60650;436.76;boleto;16/05/2025
706455;60347;254.04;PIX;2024-05-31
806410;64151;2231.88;Boleto;2026-03-05
700273;55411;2493.44;pix;09/06/2024
710435;52060;239.93;Boleto;2024-03-05
712089;65970;737.57;cartao;2026-01-28
